id,name,url,cat,domain,desc,type,size,freq,license,api,dl,reg,level,compute,projects
CHEM093,PCBA BioAssay Large Scale,https://moleculenet.org,Chemistry,Drug Chemistry,437 PubChem bioassay tasks with 440k+ molecules,CSV/SMILES,GB,Static,Public Domain,False,True,False,Advanced,GPU,Multi-task bioactivity prediction | Transfer learning from bioassays | Activity cliff analysis
CHEM094,ZINC Fragment Library,https://zinc20.docking.org/substances/subsets/fragments,Chemistry,Drug Chemistry,Fragment-like subset of ZINC for FBDD applications,SMILES/SDF,GB,Annual,CC-BY-4.0,True,True,False,Intermediate,GPU,Fragment-based drug design | Fragment merging ML | Hit rate prediction
CHEM095,AIST NMR Spectral Database,https://sdbs.db.aist.go.jp,Chemistry,NMR Spectroscopy,34k+ 1H and 13C NMR spectra for organic molecules,JCAMP-DX,GB,Periodic,Free for research,False,True,False,Intermediate,GPU,NMR structure prediction | Spectral deconvolution ML | Chemical shift prediction
CHEM096,ChEMBL Assay Target Mapping,https://www.ebi.ac.uk/chembl/assay,Chemistry,Drug Chemistry,5M+ assay results linked to ChEMBL targets,CSV/JSON,GB,Quarterly,CC-BY-SA-3.0,True,True,False,Intermediate,GPU,Assay type classification | Off-target prediction | Polypharmacology ML
CHEM097,ISDB In-Silico Metabolomics,https://lotus.naturalproducts.net,Chemistry,Natural Products,750k+ natural product-organism pairs with annotations,CSV/JSON,GB,Annual,CC-BY-4.0,True,True,False,Advanced,GPU,Natural product bioactivity prediction | Metabolite identification | Organism-metabolite knowledge graph
CHEM098,NIST CCCBDB Computational Data,https://cccbdb.nist.gov,Chemistry,Quantum Chemistry,Experimental and computed thermochemical data for molecules,CSV/TXT,GB,Continuous,US Gov Public Domain,False,True,False,Advanced,GPU,Thermochemistry ML | Frequency prediction | DFT vs experiment benchmarking
CHEM099,Open Babel Benchmark Structures,https://openbabel.org,Chemistry,Chemical Informatics,Reference structures for chemical format conversion testing,Various,GB,Per release,GPL-2.0,False,True,False,Beginner,CPU,Structure validation pipeline | Format conversion benchmarking | Chemical featurization testing
CHEM100,CALPHAD Open Source Datasets,https://pycalphad.org,Chemistry,Thermodynamics,Open-source CALPHAD thermodynamic databases via pycalphad,TDB,MB,Per release,MIT,False,True,False,Advanced,GPU,Phase diagram ML | Alloy design optimization | High-entropy alloy screening
LIVE001,USGS Earthquake Real-Time Feed,https://earthquake.usgs.gov/fdsnws/event/1,Live Science,Geophysics,Real-time global earthquake data via FDSN API,JSON/QuakeML/GeoJSON,Streaming,Real-time,US Gov Public Domain,True,True,False,Beginner,CPU,Earthquake early warning ML | Aftershock prediction | Global seismicity dashboard
LIVE002,NOAA National Weather Service API,https://www.weather.gov/documentation/services-web-api,Live Science,Meteorology,"Real-time US weather observations, alerts, and forecasts",JSON/XML,Streaming,Hourly/Real-time,US Gov Public Domain,True,True,False,Beginner,CPU,Weather nowcasting | Alert classification | Weather pattern clustering
LIVE003,OpenAQ Air Quality Live API,https://api.openaq.org/v3,Live Science,Environmental Monitoring,Real-time air quality from 10k+ global stations,JSON,Streaming,Hourly,CC-BY-4.0,True,True,False,Beginner,CPU,Air quality forecasting | Pollution event detection | Health impact real-time ML
LIVE004,NASA DONKI Space Weather API,https://kauai.ccmc.gsfc.nasa.gov/DONKI,Live Science,Space Weather,"Real-time solar flares, CMEs, and geomagnetic storm events",JSON,Streaming,Real-time,US Gov Open Data,True,True,False,Intermediate,CPU,CME arrival prediction | Space weather alerting agent | Solar storm impact forecasting
LIVE005,Copernicus Global Land Service,https://land.copernicus.eu/global,Live Science,Remote Sensing,"Daily vegetation, surface temperature, land cover products",NetCDF/GeoTIFF,Streaming,Daily,Copernicus Open,True,True,True,Intermediate,GPU,Vegetation stress detection | Land surface temperature forecasting | Crop monitoring real-time
LIVE006,NASA EONET Natural Events API,https://eonet.gsfc.nasa.gov/api/v3/events,Live Science,Earth Science,"Real-time natural event tracking: wildfires, floods, storms",JSON/GeoJSON,Streaming,Real-time,US Gov Open Data,True,True,False,Beginner,CPU,Natural disaster alerting | Event classification ML | Multi-hazard risk monitoring
LIVE007,NASA FIRMS Fire Information,https://firms.modaps.eosdis.nasa.gov/api/area,Live Science,Fire Science,Near real-time global fire and thermal anomaly data,CSV/JSON/KML,Streaming,Every 3 hours,US Gov Open Data,True,True,True,Beginner,CPU,Wildfire spread prediction | Fire risk mapping | Emergency resource allocation
LIVE008,USGS National Water Information System,https://waterservices.usgs.gov,Live Science,Hydrology,Real-time river discharge and water quality at 13k+ US stations,JSON/WaterML/CSV,Streaming,15-minute,US Gov Public Domain,True,True,False,Beginner,CPU,Flood forecasting ML | Drought early warning | Water resource optimization
LIVE009,NOAA Solar Wind Monitor (ACE/DSCOVR),https://services.swpc.noaa.gov,Live Science,Space Weather,Real-time solar wind plasma and magnetic field at L1,JSON/CSV,Streaming,1-minute,US Gov Public Domain,True,True,False,Intermediate,CPU,Kp-index prediction | Aurora forecasting ML | Satellite drag real-time model
LIVE010,Copernicus Atmosphere (CAMS) NRT,https://ads.atmosphere.copernicus.eu,Live Science,Atmospheric Chemistry,Global atmospheric composition and near real-time air quality,NetCDF/GRIB,Streaming,Daily NRT,Copernicus License,True,True,True,Intermediate,GPU,CO2 inversion modeling | Aerosol optical depth nowcasting | Wildfire smoke ML tracking
LIVE011,GHCN-Daily Global Station Data,https://www.ncei.noaa.gov/data/global-historical-climatology-network-daily,Live Science,Climatology,Daily temperature and precipitation from 100k+ stations worldwide,CSV,Streaming,Daily,US Gov Public Domain,True,True,False,Beginner,CPU,Local climate trend analysis | Station homogenization ML | Extreme heat event detection
LIVE012,NASA Worldview GIBS Satellite,https://gibs.earthdata.nasa.gov,Live Science,Remote Sensing,Near real-time satellite imagery layers across 900+ products,GeoTIFF/WMTS,Streaming,Daily/NRT,US Gov Open Data,True,True,False,Intermediate,GPU,Real-time change detection | Disaster response imaging | Multi-temporal satellite ML
LIVE013,ISS Real-Time Location (WhereTheISSAt),https://wheretheiss.at/w/developer,Live Science,Space Science,"Live ISS position, velocity, and orbital parameters",JSON,Streaming,Real-time (1s),Open API,True,False,False,Beginner,CPU,Orbital mechanics visualization | ISS pass prediction ML | Space situational awareness demo
LIVE014,Space-Track.org TLE Satellites,https://www.space-track.org,Live Science,Space Science,Two-line element sets for all tracked satellites and debris,TLE/JSON,Streaming,Multiple/day,US Gov (free registered),True,True,True,Intermediate,CPU,Collision avoidance ML | Debris characterization | Space traffic management
LIVE015,GDELT Global Events Database,https://www.gdeltproject.org/data.html,Live Science,Social Science/Events,"Real-time global news events, actors, and locations",CSV/JSON,Streaming,15-minute,Open Data,True,True,False,Intermediate,GPU,Geopolitical event forecasting | News-based risk modeling | Cross-lingual event extraction
LIVE016,Sentinel-5P Air Quality (TROPOMI),https://s5phub.copernicus.eu,Live Science,Atmospheric Monitoring,"Daily global NO2, SO2, O3, methane from Sentinel-5P",NetCDF,Streaming,Daily NRT,Copernicus Open Access,True,True,True,Intermediate,GPU,Industrial emission monitoring | Urban air quality forecasting | Policy impact assessment ML
LIVE017,EMSC European Seismology Real-Time,https://www.seismicportal.eu/fdsnws/event/1/query,Live Science,Geophysics,European-Mediterranean seismic event feed (real-time),JSON/QuakeML,Streaming,Real-time,Open Access (EMSC),True,True,False,Beginner,CPU,European earthquake monitoring | Seismic network gap analysis | Tsunami early warning
LIVE018,Movebank Animal Tracking Live,https://www.movebank.org,Live Science,Ecology/Biology,GPS animal movement data from 1000+ studies,CSV/JSON,TB,Continuous/Live,CC-BY-4.0,True,True,True,Intermediate,GPU,Migration route prediction | Habitat use modeling | Real-time wildlife tracking
LIVE019,WHO Disease Outbreak News API,https://www.who.int/emergencies/disease-outbreak-news,Live Science,Epidemiology,Live disease outbreak notifications and situation reports,JSON/XML,Streaming,As events occur,CC-BY-NC-SA-3.0 IGO,True,True,False,Beginner,CPU,Outbreak detection ML | Epidemic trajectory prediction | Global disease surveillance agent
LIVE020,CDC Influenza Surveillance (FluView),https://gis.cdc.gov/GRASP/Fluview,Live Science,Epidemiology,Real-time US influenza-like illness surveillance data,CSV/JSON,Streaming,Weekly,US Gov Open Data,True,True,False,Beginner,CPU,Flu season forecasting | ILI syndromic surveillance | Vaccine strain selection ML
LIVE021,NEXRAD Doppler Radar Network,https://www.ncei.noaa.gov/products/radar,Live Science,Meteorology,Level-2/3 Doppler radar data from 160 US stations,NetCDF/NEXRAD2,Streaming,Every 4-6 minutes,US Gov Public Domain,True,True,False,Advanced,GPU,Precipitation nowcasting | Tornado detection ML | Hail size estimation
LIVE022,Global Volcanism Program (Smithsonian),https://volcano.si.edu/gvp_api.cfm,Live Science,Volcanology,Real-time volcanic activity reports and eruption data,JSON/CSV,Streaming,Weekly/Event-driven,CC-BY-4.0,True,True,False,Intermediate,CPU,Eruption prediction ML | Volcanic hazard mapping | Gas emission trend detection
LIVE023,NOAA CO-OPS Tidal & Coastal Data,https://api.tidesandcurrents.noaa.gov,Live Science,Oceanography,"Water levels, tides, and currents from US coastal stations",JSON/CSV,Streaming,6-minute,US Gov Public Domain,True,True,False,Beginner,CPU,Tidal forecasting ML | Storm surge prediction | Sea level rise monitoring
LIVE024,Open-Meteo Free Weather API,https://open-meteo.com/en/docs,Live Science,Meteorology,Free open-source weather forecast and historical API (no key),JSON,Streaming,Hourly,CC-BY-4.0,True,False,False,Beginner,CPU,Custom weather dashboard | Local climate comparison | NWP API benchmarking
LIVE025,PurpleAir Community Air Sensor Network,https://api.purpleair.com,Live Science,Air Quality Monitoring,Real-time PM2.5 and PM10 from 30k+ community air sensors,JSON,Streaming,2-minute,Free API (academic),True,False,True,Beginner,CPU,Hyperlocal air quality ML | Sensor calibration correction | Health exposure mapping
LIVE026,GBIF Real-Time Species Occurrences,https://api.gbif.org/v1/occurrence/search,Live Science,Biodiversity,Live species occurrence uploads from citizen science,JSON,Streaming,Continuous,CC-BY-4.0,True,False,False,Beginner,CPU,Invasive species early detection | Phenology shift monitoring | Biodiversity real-time analytics
LIVE027,TROPOMI Methane Real-Time (CH4),https://s5phub.copernicus.eu,Live Science,Atmospheric Chemistry,Daily methane concentrations from Sentinel-5P TROPOMI,NetCDF,Streaming,Daily,Copernicus Open Access,True,True,True,Advanced,GPU,Methane leak detection | Super-emitter identification | Energy sector monitoring
LIVE028,NASA NEO Asteroid Watch API,https://api.nasa.gov,Live Science,Planetary Science,Real-time near-Earth object close approach and hazard data,JSON,Streaming,Daily,US Gov Open Data,True,False,False,Beginner,CPU,Asteroid impact risk estimation | Orbital trajectory prediction | Planetary defense prioritization
LIVE029,ECMWF Open Forecasts (Live),https://data.ecmwf.int,Live Science,Meteorology,Operational global weather forecast model output,GRIB2,Streaming,6-hourly,CC-BY-4.0,True,True,False,Advanced,GPU,ML forecast correction | Ensemble downscaling | Real-time extreme weather detection
LIVE030,SNOTEL Snow Water Equivalent,https://wcc.sc.egov.usda.gov,Live Science,Hydrology,"Real-time snow depth, SWE, and temperature at 900+ stations",JSON/CSV,Streaming,Hourly,US Gov Open Data,True,True,False,Beginner,CPU,Snowmelt runoff prediction | Drought early warning | Water supply forecasting ML
LIVE031,EIA US Power Grid Real-Time,https://api.eia.gov,Live Science,Energy Systems,"US electricity demand, generation, and grid frequency",JSON/CSV,Streaming,Hourly,US Gov Open Data,True,True,True,Intermediate,GPU,Load forecasting | Renewable integration ML | Grid anomaly detection
LIVE032,AURN UK Air Quality Network,https://uk-air.defra.gov.uk/data/about_sos,Live Science,Environmental Monitoring,Real-time and historical air quality from UK monitoring network,JSON/CSV,Streaming,Hourly,Open Gov License (UK),True,True,False,Beginner,CPU,UK AQI forecasting | Source apportionment ML | Health threshold alerting
LIVE033,Open-Meteo Marine Wave API,https://marine-api.open-meteo.com,Live Science,Oceanography,"Real-time and forecast wave heights, periods, ocean surface",JSON,Streaming,Hourly,CC-BY-4.0,True,False,False,Beginner,CPU,Wave height forecasting | Coastal flooding ML | Marine route optimization
LIVE034,FLUXNET Carbon & Water Fluxes,https://fluxnet.org,Live Science,Ecology/Climate,Eddy covariance carbon and water vapor fluxes from 212 sites,CSV,GB,Annual + NRT,CC-BY-4.0,True,True,True,Intermediate,GPU,Carbon flux prediction | GPP estimation ML | Ecosystem digital twin
LIVE035,OISST Sea Surface Temperature,https://www.ncei.noaa.gov/products/optimum-interpolation-sst,Live Science,Oceanography,Daily global SST at 1/4-degree resolution,NetCDF,Streaming,Daily,US Gov Public Domain,True,True,False,Intermediate,GPU,SST anomaly forecasting | El Niño prediction | Marine heat wave detection
LIVE036,NOAA Tsunami Warning System API,https://www.tsunami.gov/api,Live Science,Geophysics,Real-time tsunami bulletins and wave height alerts,JSON/XML,Streaming,Event-driven,US Gov Open Data,True,False,False,Intermediate,CPU,Tsunami warning optimization | Arrival time prediction ML | Inundation area estimation
LIVE037,Windy.com Point Forecast API,https://api.windy.com,Live Science,Meteorology,"Global wind speed, direction, and gust from weather models",JSON,Streaming,3-hourly,Free tier available,True,False,True,Beginner,CPU,Wind energy forecasting | Renewable siting optimization | Sailing route planning ML
LIVE038,NEON Real-Time Soil Sensors,https://data.neonscience.org/data-products/DP1.00094.001,Live Science,Ecology/Soil Science,Near real-time soil temperature and moisture at NEON sites,CSV/HDF5,Streaming,1-minute,CC0,True,True,False,Intermediate,CPU,Soil carbon prediction | Drought stress monitoring | Agricultural digital twin
LIVE039,FAO AQUASTAT Water Resources,https://www.fao.org/aquastat/statistics/query,Live Science,Hydrology,"Global water resources, irrigation, and freshwater use data",CSV/JSON,GB,Annual,CC-BY-NC-SA-3.0,True,True,False,Beginner,CPU,Water scarcity forecasting | Irrigation efficiency ML | Water security modeling
LIVE040,SIGMET Aviation Weather (ADDS),https://www.aviationweather.gov/adds/dataserver,Live Science,Meteorology,"Real-time aviation weather: METARs, TAFs, SIGMETs, AIRMETs",XML/JSON,Streaming,Real-time,US Gov Open Data,True,True,False,Intermediate,CPU,Aviation turbulence prediction | Flight route optimization ML | Weather impact on air traffic
LIVE041,ESA Climate Change Initiative,https://climate.esa.int/en/odp,Live Science,Climate Monitoring,Essential Climate Variables from ESA satellite missions,NetCDF/GeoTIFF,PB,Annual + NRT,ESA Open Access,True,True,True,Intermediate,GPU,ECV trend analysis | Climate change indicator ML | Global observing system evaluation
LIVE042,OpenStreetMap Live Edits (OSM),https://planet.openstreetmap.org/replication,Live Science,Geospatial,Real-time OSM map edits and change feeds,OsmChange XML/Parquet,Streaming,1-minute diffs,ODbL,True,True,False,Intermediate,GPU,Urban change detection | Crisis mapping quality ML | Geospatial entity extraction
LIVE043,PANGAEA Streaming Ocean Sensors,https://www.pangaea.de,Live Science,Oceanography,"Streaming ocean sensor data from Argo, gliders, and buoys",NetCDF/CSV,Streaming,Continuous,CC-BY-4.0,True,True,False,Intermediate,GPU,Ocean eddy detection | Biogeochemistry prediction | Data assimilation ML
LIVE044,ERA5-T Near-Real-Time Reanalysis,https://cds.climate.copernicus.eu,Live Science,Climate Physics,ERA5 reanalysis extended to near-present (~5-day lag),NetCDF/GRIB,Streaming,Daily NRT,Copernicus License,True,True,True,Advanced,HPC,Climate anomaly detection | Real-time reanalysis correction | Seasonal forecasting comparison
LIVE045,EMSC ShakeMap Real-Time,https://www.seismicportal.eu/shakemap,Live Science,Geophysics,Real-time ground shaking maps from EMSC earthquake events,GeoJSON/Shapefile,Streaming,Post-event (<30 min),Open Access,True,True,False,Intermediate,GPU,Damage prediction ML | Emergency response routing | Seismic intensity modeling
LIVE046,NASA POWER Renewable Energy API,https://power.larc.nasa.gov/api,Live Science,Energy/Climate,"Solar radiation, wind, meteorological data for renewables",JSON/CSV,Streaming,Daily,US Gov Open Data,True,False,False,Beginner,CPU,Solar irradiance prediction | Wind resource assessment | Off-grid system design ML
LIVE047,NOAA NDBC Ocean Buoy Data,https://www.ndbc.noaa.gov,Live Science,Oceanography/Meteorology,"Real-time ocean buoy data: wave height, wind, SST, pressure",JSON/CSV/ASCII,Streaming,30-60 minute,US Gov Public Domain,True,True,False,Beginner,CPU,Wave height forecasting | Hurricane intensification ML | Marine weather nowcasting
LIVE048,OZONE Watch (NASA Aura MLS),https://ozonewatch.gsfc.nasa.gov,Live Science,Atmospheric Science,Daily ozone hole measurements and total column ozone,HDF5/NetCDF,Streaming,Daily,US Gov Open Data,True,True,False,Intermediate,GPU,Ozone hole extent prediction | UV exposure modeling | Stratospheric dynamics ML
LIVE049,IIASA SSP/IAM Scenario Data,https://data.iiasa.ac.at,Live Science,Climate Science,Shared Socioeconomic Pathways scenario data,CSV/XLSX,GB,Annual,CC-BY-4.0,True,True,True,Intermediate,CPU,Emissions scenario modeling | Integrated assessment ML | Policy impact forecasting
LIVE050,NOAA ESRL Global Monitoring Lab,https://gml.noaa.gov/dv/data,Live Science,Atmospheric Science,"GHG, aerosol, and radiation at global baseline stations",CSV/ASCII,GB,Hourly/Daily,US Gov Open Data,True,True,False,Intermediate,CPU,GHG trend monitoring | Baseline climate ML | Source-receptor attribution
LIVE051,MODIS Fire Radiative Power (Live),https://firms.modaps.eosdis.nasa.gov,Live Science,Fire Science,Near real-time MODIS and VIIRS fire detections,CSV/GeoJSON,Streaming,Every 3-12 hours,US Gov Open Data,True,True,True,Beginner,CPU,Fire progression prediction | Smoke dispersion modeling | Evacuation route planning ML
LIVE052,iNaturalist Live Observations API,https://api.inaturalist.org/v1,Live Science,Biodiversity,Real-time citizen science species observations globally,JSON,Streaming,Continuous,CC-BY-NC-4.0,True,False,False,Beginner,CPU,Species range shift monitoring | Phenology ML | Invasive species detection
LIVE053,Global Carbon Budget (Annual),https://www.globalcarbonproject.org/carbonbudget,Live Science,Atmospheric Chemistry,CO2 atmospheric concentration updates from the global carbon budget,CSV/JSON,GB,Annual with interim,CC-BY-4.0,False,True,False,Beginner,CPU,Carbon cycle forecasting | Budget imbalance anomaly detection | Emission attribution ML
LIVE054,OpenWeatherMap API,https://openweathermap.org/api,Live Science,Meteorology,"Global weather data including current, forecast, and historical",JSON,Streaming,Hourly,Free tier (CC-BY-SA-4.0 data),True,False,True,Beginner,CPU,Hyperlocal weather ML | Comfort index modeling | Event weather enrichment
LIVE055,NEON Bird Point Counts,https://data.neonscience.org/data-products/DP1.10003.001,Live Science,Ecology,Standardized bird point count surveys at NEON field sites,CSV,Streaming,Seasonal,CC0,True,True,False,Beginner,CPU,Bird community change detection | Breeding phenology ML | Species richness prediction
LIVE056,NOAA GOES Satellite Imagery (Live),https://www.ncei.noaa.gov/products/satellite,Live Science,Meteorology/Remote Sensing,Real-time geostationary satellite imagery from GOES-16/18,NetCDF/GeoTIFF,Streaming,Every minute (MESO),US Gov Open Data,True,True,False,Advanced,GPU,Convective storm detection | Wildfire hotspot mapping | Cloud-top temperature ML
LIVE057,eBird Near-Real-Time API,https://ebird.org/science/use-ebird-data/ebird-api,Live Science,Ornithology/Ecology,Real-time and recent bird observation data via eBird API,JSON,Streaming,Continuous,CC-BY-NC-4.0,True,False,True,Beginner,CPU,Real-time migration monitoring | Species alert system | Bird habitat change detection
LIVE058,ICOS Carbon Observation Network,https://www.icos-cp.eu/observations/data-access,Live Science,Atmospheric Science,European integrated carbon observation system stations,CSV/NetCDF,GB,Near-real-time,CC-BY-4.0,True,True,True,Intermediate,GPU,Carbon flux inversion | Net ecosystem production ML | Biosphere-atmosphere feedback modeling
LIVE059,Global Flood Monitoring System,https://floods.ssec.wisc.edu,Live Science,Hydrology,Satellite-derived real-time flood detection and mapping,GeoTIFF/JSON,Streaming,Daily,Free academic,True,True,False,Intermediate,GPU,Flood inundation mapping ML | Disaster damage estimation | Satellite-based early warning
LIVE060,Global Solar Atlas (World Bank),https://globalsolaratlas.info,Live Science,Energy/Climate,Global solar irradiance and PV power potential data,GeoTIFF/JSON,GB,Annual,CC-BY-4.0,True,True,False,Beginner,CPU,Solar farm siting ML | PV output prediction | Energy equity analysis
LIVE061,Global Wind Atlas (DTU/World Bank),https://globalwindatlas.info,Live Science,Energy/Climate,Global wind speed and power density at 100m hub height,GeoTIFF/JSON,GB,Annual,CC-BY-4.0,True,True,False,Beginner,CPU,Wind farm siting optimization | Capacity factor estimation ML | Offshore wind potential
LIVE062,IAEA Nuclear Power Plant Monitor,https://pris.iaea.org/PRIS,Live Science,Nuclear Energy,Global nuclear power plant operational status and power output,JSON/CSV,GB,Monthly,Open Access (IAEA),True,True,False,Intermediate,CPU,Nuclear plant availability prediction | Energy mix optimization | Grid carbon intensity modeling
LIVE063,NASA GRACE-FO Groundwater Monitor,https://gracefo.jpl.nasa.gov,Live Science,Hydrology,Monthly groundwater storage anomalies from gravity measurements,NetCDF/ASCII,GB,Monthly,US Gov Open Data,True,True,False,Intermediate,GPU,Groundwater depletion monitoring | Agricultural water use ML | Aquifer stress forecasting
LIVE064,Global Drought Monitor (PDSI),https://climatedataguide.ucar.edu/climate-data/palmer-drought-severity-index-pdsi,Live Science,Hydrology/Climate,Palmer Drought Severity Index: global drought monitoring,NetCDF/CSV,GB,Monthly,US Gov Open Data,False,True,False,Intermediate,CPU,Drought onset prediction | Agricultural yield impact ML | Water stress forecasting
LIVE065,NEON Plant Productivity Data,https://data.neonscience.org/data-products/DP1.00001.001,Live Science,Ecology,"PAR, net radiation, and canopy height at NEON sites",CSV/HDF5,Streaming,30-minute,CC0,True,True,False,Intermediate,CPU,NPP real-time monitoring | Canopy carbon uptake ML | Drought impact on productivity
LIVE066,Global Precipitation Climatology Centre,https://gpcc.dwd.de,Live Science,Climatology,Global monthly precipitation analysis from 85k+ gauges,NetCDF/ASCII,GB,Monthly,CC-BY-4.0,True,True,False,Intermediate,CPU,Long-term precipitation ML | Gauge-to-satellite bias correction | Hydrological cycle analysis
LIVE067,Copernicus Emergency Management Service,https://emergency.copernicus.eu/mapping,Live Science,Disaster Response,Satellite-based maps activated during natural disasters,GeoTIFF/Shapefile,Streaming,Event-driven,CC-BY-4.0,True,True,False,Intermediate,GPU,Crisis map generation ML | Post-disaster damage assessment | Evacuation planning optimization
LIVE068,AERONET Aerosol Network (NASA),https://aeronet.gsfc.nasa.gov,Live Science,Atmospheric Science,Ground-based aerosol optical depth from 500+ AERONET sites,CSV/ASCII,GB,15-minute,US Gov Open Data,True,True,False,Intermediate,CPU,Aerosol property inversion ML | Satellite validation | Air quality forecasting
LIVE069,NSIDC Sea Ice Extent (NRT),https://nsidc.org/data/nsidc-0081,Live Science,Cryosphere,Daily Arctic and Antarctic sea ice concentration from satellite,NetCDF/HDF5,Streaming,Daily,US Gov Open Data,True,True,False,Intermediate,GPU,Sea ice extent prediction | Polar climate ML | Shipping route optimization
LIVE070,GNSS Tropospheric Delay (IGS),https://www.igs.org,Live Science,Geodesy/Atmospheric,GPS zenith tropospheric delay: proxy for water vapor,RINEX/ASCII,Streaming,Hourly,Open IGS,True,True,False,Advanced,GPU,Water vapor assimilation ML | Precipitation prediction | GNSS weather nowcasting
LIVE071,Wikidata Entity Edits (Live),https://www.wikidata.org/wiki/Wikidata:Data_access,Live Science,Knowledge Graph,"Real-time Wikidata edits, entity updates, and scientific links",JSON/RDF,Streaming,Continuous,CC0,True,True,False,Beginner,GPU,Scientific knowledge graph enrichment | Entity linking ML | Open science data integration
LIVE072,EO Browser (Sentinel Hub),https://www.sentinel-hub.com/explore/eobrowser,Live Science,Remote Sensing,Real-time multi-mission satellite image access and analysis,GeoTIFF/WMTS,Streaming,Daily,CC-BY-4.0 (free tier),True,True,True,Intermediate,GPU,Land change detection | NDVI time series ML | Multispectral crop monitoring
LIVE073,NIFC Wildfire Intelligence Data,https://www.nifc.gov/fireInfo,Live Science,Fire Science,National Interagency Fire Center active wildfire perimeters,Shapefile/CSV/GeoJSON,Streaming,Daily,US Gov Open Data,True,True,False,Intermediate,GPU,Fire perimeter growth prediction | Firefighter deployment ML | Suppression cost forecasting
LIVE074,NOAA GLERL Great Lakes Monitoring,https://www.glerl.noaa.gov/data,Live Science,Limnology,"Real-time Great Lakes water level, temperature, and ice data",CSV/JSON,Streaming,Hourly,US Gov Public Domain,True,True,False,Beginner,CPU,Lake level forecasting | Harmful algal bloom prediction | Thermal stratification ML
LIVE075,FAO GAEZ Agro-Ecological Zones,https://gaez.fao.org,Live Science,Agriculture/Climate,Annual crop suitability and agro-ecological zone updates,GeoTIFF/CSV,GB,Annual,CC-BY-NC-SA-3.0,True,True,False,Intermediate,GPU,Crop suitability prediction | Food security modeling | Climate-agriculture impact ML
LIVE076,SatNOGS Open Satellite Network,https://network.satnogs.org,Live Science,Space Science,Community-driven open satellite tracking and telemetry,JSON/CSV,Streaming,Continuous,CC-BY-4.0,True,True,False,Intermediate,CPU,Satellite health monitoring ML | CubeSat telemetry analysis | Amateur radio signal classification
LIVE077,HealthMap Disease Intelligence,https://healthmap.org/en,Live Science,Epidemiology,Real-time automated disease outbreak detection from news,JSON/KML,Streaming,Real-time,CC-BY-NC-4.0,True,True,True,Intermediate,CPU,Outbreak detection ML | Disease geography mapping | Event-based surveillance AI
LIVE078,NASA POWER Solar/Wind Data,https://power.larc.nasa.gov,Live Science,Energy/Climate,Satellite-derived renewable energy resource data,JSON/CSV/NetCDF,Streaming,Daily,US Gov Open Data,True,True,False,Beginner,CPU,Renewable energy site assessment | Solar-wind hybrid optimization | Energy access modeling ML
LIVE079,Global Landslide Catalog (NASA),https://maps.nccs.nasa.gov/arcgis/apps/MapSeries,Live Science,Geophysics/Disaster,Global inventory of rainfall-triggered landslide events,CSV/GeoJSON,GB,Periodic + recent events,US Gov Open Data,True,True,False,Intermediate,GPU,Landslide susceptibility ML | Rainfall threshold prediction | Early warning optimization
LIVE080,FIRMS VIIRS Active Fire (Real-Time),https://firms2.modaps.eosdis.nasa.gov/api/area,Live Science,Fire Science,375m VIIRS active fire detections updated every 3 hours,CSV/JSON/GeoJSON,Streaming,Every 3 hours,US Gov Open Data,True,True,True,Beginner,CPU,Fire front tracking | Smoke plume prediction | Evacuation trigger ML
LIVE081,Copernicus Ocean Service (CMEMS),https://marine.copernicus.eu,Live Science,Oceanography,Global ocean physical and biogeochemical analysis and forecasts,NetCDF,Streaming,Daily,Copernicus Marine License,True,True,True,Advanced,GPU,Ocean current prediction | Harmful algal bloom forecasting | Marine ecosystem digital twin
LIVE082,OONI Internet Censorship Data,https://explorer.ooni.org/data,Live Science,Network Science,Real-time internet censorship measurements from global probes,JSON,Streaming,Continuous,CC-BY-4.0,True,True,False,Intermediate,CPU,Censorship event detection | Network freedom classification | Cross-country comparison ML
LIVE083,NEON Mosquito Data (Disease Vector),https://data.neonscience.org/data-products/DP1.10043.001,Live Science,Epidemiology/Ecology,Mosquito abundance and diversity at NEON sites,CSV,Streaming,Weekly (in season),CC0,True,True,False,Intermediate,CPU,Vector-borne disease risk ML | Mosquito abundance prediction | Surveillance optimization
LIVE084,E-OBS European Climate Grid,https://www.ecad.eu/download/ensembles/download.php,Live Science,Climatology,Gridded observational daily climate data for Europe,NetCDF,GB,Monthly,CC-BY-4.0,True,True,True,Intermediate,GPU,European climate trend ML | Urban heat island analysis | Regional downscaling
LIVE085,NDBC Storm Surge Observations,https://www.ndbc.noaa.gov,Live Science,Oceanography/Disaster,Storm surge water level from NDBC coastal stations,CSV/JSON,Streaming,6-minute,US Gov Public Domain,True,True,False,Intermediate,CPU,Storm surge prediction ML | Hurricane coastal impact | Inundation early warning
LIVE086,MODIS Ocean Color (AQUA/TERRA),https://oceancolor.gsfc.nasa.gov,Live Science,Oceanography,"Daily ocean chlorophyll, SST, diffuse attenuation from MODIS",HDF4/NetCDF,Streaming,Daily,US Gov Open Data,True,True,False,Intermediate,GPU,Harmful algal bloom ML | Ocean productivity estimation | Coastal water quality monitoring
